carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,15357.644007358798
1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,8217.942085105644
0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,528.9916982715731
1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,5348.732241413591
0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,652.5659605238725
0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,429.51383458676355
0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,-305.2969082114723
0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,3092.6130833581155
0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1795.112064773406
0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3168.184926400332
1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,6778.8295299970705
1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5436.423175990674
0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1204.9027549443126
1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,9747.04997582488
1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,5599.298759209094
0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,700.7260808873107
0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,820.335997692262
0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2270.4148776798575
2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13901.857752619031
1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,7674.702353338249
1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,5282.549595849054
2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,13665.821351678249
0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,1433.4702563148967
0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1244.3287271180416
1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5344.008956166961
0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,213.1541615249189
0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1069.4911706779494
0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,107.00678388834785
0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3386.2628401305556
1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9369.524727943222
0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,1235.217836007887
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,2343.616348673906
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,5061.407145640183
0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,2183.2036107727836
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,3266.6127717793934
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,1983.5779677636601
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,5001.358401128919
0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,368.2893986901654
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,4527.994651224302
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,6480.051963167349
0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2242.831695938865
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5492.03005793183
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1782.1888214921964
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,579.5258669032628
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,987.303241083584
0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,763.8426162922806
0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,353.9715591828899
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1642.6051364417654
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,5883.916734921666
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1162.3081910558612
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1879.7933042325167
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,130.69520254885356
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,574.7047885078173
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,1133.8460409406325
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3164.8811182826175
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,6814.707751940252
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,576.0170922184261
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,3966.382930525244
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1237.617693784956
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1039.8764599354945
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,836.6462358257195
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9410.651418684027
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,780.5272182996814
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,5142.6098451742855
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7079.963619573295
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,3093.5947857797764
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1206.8302456426645
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,898.3391812217596
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,795.1515261110908
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,3320.737714155246
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,7225.450903303481
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1283.4849655929138
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4349.079640149139
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,6085.643283161839
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1676.8030188833
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5761.829099258934
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,1082.9431614038076
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,355.9803045022636
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1151.9432642001702
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,1849.6372007646132
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,2716.211612579147
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2715.8216843169357
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,200.4374893205968
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1452.6905994214685
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,2539.5076594495986
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1637.4173536058552
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,9859.677994047419
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,611.5443825588591
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2893.2686135926233
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4490.230182931671
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5008.121066536434
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,10044.691130136951
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,487.17627039790386
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,1160.7565224401696
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,5668.538673907871
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,2971.3118582947245
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,5784.955246624246
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,2039.120818954434
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5363.554394748764
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1861.06722522595
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,5074.77604289752
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,14013.235936807509
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,5710.61911278841
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3643.457232814162
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,427.65443027364745
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1409.588031540643
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,597.509333360842
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4930.197203113174
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3016.763701020547
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1716.0025648888768
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1615.9819406435126
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,5125.2282826108985
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2307.590999619413
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,14085.28116377844
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,678.0511205822186
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,307.6598743757677
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,498.52907159128154
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,636.966542521106
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,3140.279832031756
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,375.36031874232503
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,3000.387308615369
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,7576.241567829942
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,459.27144119590594
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,14073.582725720897
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1668.5551594954195
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1455.5075731714278
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,3388.8383521371543
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,5318.3247762552
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1740.4956923983336
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,486.27194659427187
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,2080.986209554332
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3109.613634909001
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,1839.1490358676165
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,264.49771616397993
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,14730.63083608165
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2027.0147114876854
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,5406.403494234992
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,7276.3930686593685
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1135.6193500672744
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,809.1772209279115
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2466.4692423529923
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,980.0370841173644
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1792.829546345154
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,6049.92698273162
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,7113.149648233522
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,751.6424181082875
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,9240.722811708141
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,3128.157067374046
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,340.34125209163903
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,2001.2031520762794
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1580.663289993041
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4809.175762357689
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,7127.63300347533
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1998.669207183455
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,5504.957648430796
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1542.4474163892628
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,867.9812486094816
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,7453.64843414383
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1091.6136708678569
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,5185.562725066551
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,5034.907671365099
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5080.600950234766
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,6536.627572308702
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,9310.708263430302
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2186.2309948195325
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4535.751719242524
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,16997.166990198733
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1770.744711468753
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,628.5788233663188
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,5032.381995226584
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1110.693754125834
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,111.09259041117912
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,-667.8214513243947
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1629.7297590484995
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,5551.229025322453
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,2790.901832193347
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,7186.117415666384
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,289.37942085340546
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9760.867423040812
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,681.548589329439
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2169.354838886735
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,968.4932479458112
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,1021.066466797718
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,13678.99254688481
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,742.0766020409865
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3820.213743117267
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,783.9227551297809
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2946.6360302212634
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,962.5586871095547
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,6414.630937961685
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,5560.614885187257
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,3219.477669425276
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3097.857330776951
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3995.415546050055
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,432.49689792673234
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,18197.569823188653
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2512.7425425115107
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,5233.896075506256
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,4826.948307830593
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,5673.032989150739
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,3433.969111297909
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1208.7885092885954
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,701.7106741268835
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,3675.9878485892805
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,339.02971567760324
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3136.5657005639478
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,537.890084936691
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,9085.154350424687
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6416.698981964764
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,376.0223337235766
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,-63.851482986330666
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,3011.349198560354
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,5468.492711709834
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,222.82229978954274
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,7296.398300988974
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3086.475416118363
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6275.506699879128
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,2021.7271849657227
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4380.806458111609
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,5157.624681722082
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,15532.323048411268
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,937.1314845828638
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,103.25322987749678
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,4241.046061407913
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,4533.942686497574
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,2823.0253169493735
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,5517.877692205197
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,9681.098406968222
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1193.3662482655745
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,2498.566932832964
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,914.8156075781626
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,5257.64509570912
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,651.4415093262614
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,422.96877116134056
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,482.90424416138194
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3551.3751106435084
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4959.3820630180235
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,4590.952089351258
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1090.8828210552965
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2285.6508727474866
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3995.693989141553
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,5239.638079988037
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,165.23750936951183
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,3224.045833838696
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,2986.4281699608327
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,5669.052660607347
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,9729.610152472225
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,625.3919811344385
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,3280.4022292480477
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,147.96906316965033
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,3118.9384095472124
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,7468.736600914959
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,491.7355274274523
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,121.3728546895909
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,6687.714793810201
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,5345.063515195925
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,640.931680139216
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,4141.37832461825
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,778.4784118077077
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,4462.501408040895
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,698.0281981510161
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,9753.370700343368
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,2875.773996814125
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,3899.9581796103157
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,4161.236209914754
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,6737.773185598044
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2750.8644820618865
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,587.9096096132453
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,5965.885421475292
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,6803.319101375999
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4824.572064091124
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,898.418236363792
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,2135.2911632433024
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,4040.693723083612
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,899.0888482311457
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,4710.124769108659
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,4834.581499177948
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,9313.179719998447
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,5130.155666824274
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,2012.005289360819
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,5293.536486379229
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,1089.3062070514352
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,6006.217752206874
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,1268.6461833563299
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,233.066087251078
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,301.0537624106655
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3662.69871863789
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,6850.341396055486
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,6009.111555529216
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,15059.247846937269
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,5504.956974335877
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,570.9241922705187
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,874.2423623399918
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,4408.875645471355
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,6959.5839493599615
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,5699.215301397304
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,5056.475294526708
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,8389.173142782704
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,602.319022685213
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,5788.623972841911
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,492.9321494627329
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,7064.0041240360315
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,5507.085768055582
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21,6760.704771163386
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,701.6168201486435
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,873.0434233422711
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,7352.650067104394
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,399.21193798380045
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,14251.592291697809
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,754.1425934268809
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,3310.9324782746044
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,14298.130045824939
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,1031.2799193243409
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,437.7841139509219
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,9114.65718128168
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,478.56511452581253
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,6669.090464954357
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,14091.615007193752
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,5026.565541100077
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6762.279378702575
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,4147.08303725412
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,10217.979844886331
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,3442.7296279079164
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,742.0766020409865
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,-129.7271980166406
0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,3142.522189047959
